station,date,AWND,PRCP,TMAX,TMIN,STATION_NAME,COUNTY,LAT_DEC,LON_DEC,EL_AP_M
USW00004804,4/27/2013,2.6,0,21.1,2.2,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,4/28/2013,3.8,20.8,17.8,12.2,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,4/29/2013,2.3,1.5,18.3,12.2,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,4/30/2013,2,0,23.9,7.2,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,5/1/2013,3.3,0,26.1,11.1,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,5/2/2013,3.6,0,23.3,12.8,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,5/3/2013,5.5,0,24.4,14.4,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,5/4/2013,5.3,0,21.1,12.2,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,5/5/2013,3.7,0,21.7,9.4,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,5/6/2013,2.6,0.8,18.9,12.8,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,5/7/2013,2.8,4.6,21.7,11.7,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,5/8/2013,2.1,0.5,22.2,11.7,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,5/9/2013,2.1,0,26.7,10,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,5/10/2013,4.1,19.6,22.8,15.6,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,5/12/2013,4.7,0,12.2,2.2,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,5/13/2013,1.9,0,13.9,0.6,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,5/16/2013,2,1.5,25.6,16.7,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,5/17/2013,2,0.3,26.7,12.8,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,5/18/2013,1.9,0.5,26.7,15.6,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,5/19/2013,2.5,0,26.7,15,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,5/20/2013,3.5,0,30.6,17.8,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,5/21/2013,4.6,0,31.1,20.6,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,5/22/2013,4.9,0.8,27.8,17.8,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,5/23/2013,5.6,4.8,23.9,8.3,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,5/24/2013,4.7,0,15,5.6,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,5/25/2013,1.8,0,18.3,2.2,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,5/26/2013,1.4,0,20.6,3.9,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,5/27/2013,3.8,1.5,20.6,10.6,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,5/29/2013,5.4,0,31.7,20,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,5/30/2013,3.7,0,31.1,18.9,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,5/31/2013,4.2,8.1,30.6,19.4,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,6/1/2013,5.7,1.8,28.3,19.4,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,6/2/2013,4.7,0,25.6,17.2,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,6/3/2013,3.2,0,20,10.6,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,6/4/2013,2.3,0,23.9,6.1,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,6/6/2013,2.6,6.1,20,14.4,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,6/7/2013,3.3,0,19.4,12.8,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,6/8/2013,1.3,0,25,10.6,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,6/10/2013,3.9,20.3,26.7,18.9,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,6/11/2013,3.7,0,28.9,17.2,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,6/12/2013,2.7,0,31.7,20,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,6/13/2013,4.9,16,26.7,16.7,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,6/14/2013,3.5,0,25,13.9,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,6/15/2013,2.2,0,26.7,11.1,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,6/16/2013,4.3,2.3,26.1,20,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,6/17/2013,2,0,30,18.9,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,6/19/2013,2.1,0,25.6,13.3,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,6/20/2013,1.3,0,28.9,11.1,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,6/21/2013,2.2,0,30.6,13.9,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,6/22/2013,2.2,0,32.8,18.3,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,6/23/2013,3,0,32.8,18.3,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,6/26/2013,3.4,20.1,30,19.4,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,6/27/2013,3,2.3,30,19.4,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,6/28/2013,3.4,4.3,28.3,16.7,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,6/29/2013,1.9,10.4,27.2,15,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,6/30/2013,2.2,0.5,25.6,15.6,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,7/1/2013,2.7,0.8,26.7,18.3,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,7/2/2013,2.6,0,27.8,18.9,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,7/4/2013,3.4,11.2,25,21.1,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,7/5/2013,2.7,7.9,26.1,19.4,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,7/6/2013,3.5,17.5,28.3,21.1,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,7/7/2013,2.5,3,27.8,17.8,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,7/8/2013,2.6,14,27.8,18.3,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,7/9/2013,3.3,10.7,31.7,22.2,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,7/10/2013,3.6,1,32.2,19.4,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,7/12/2013,3.7,0,26.7,13.9,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,7/13/2013,3,0,28.9,16.7,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,7/14/2013,2.8,0,31.7,20,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,7/15/2013,1.3,0.5,32.2,23.9,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,7/16/2013,0.6,0,33.9,21.1,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,7/17/2013,2,0,33.3,22.2,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,7/18/2013,2,0,33.9,23.3,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,7/19/2013,3.9,22.6,33.3,22.8,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,7/20/2013,2.7,14.5,27.2,20,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,7/22/2013,1.3,29.2,24.4,20,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,7/24/2013,4.1,0,23.3,13.9,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,7/25/2013,2.5,0,25,11.1,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,7/26/2013,1.6,0,26.7,12.2,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,7/27/2013,3.1,7.9,24.4,16.1,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,7/28/2013,3.1,0,21.7,12.2,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,7/30/2013,0.7,0,26.1,13.9,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,7/31/2013,2.4,4.6,23.9,18.9,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,8/1/2013,3.2,0.3,26.1,17.8,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,8/3/2013,2,5.1,27.2,18.3,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,8/4/2013,3.2,0,24.4,15,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,8/5/2013,1.1,0,24.4,11.1,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,8/6/2013,2.9,0,27.2,17.2,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,8/7/2013,3,0,29.4,20,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,8/8/2013,1.5,20.6,29.4,20.6,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,8/9/2013,1.6,9.1,26.1,18.3,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,8/10/2013,1.2,0,28.3,18.3,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,8/11/2013,1.3,0,28.9,17.2,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,8/12/2013,2,0.5,28.9,15.6,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,8/13/2013,4,0,24.4,11.7,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,8/14/2013,2.6,0,20,10,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,8/15/2013,1.3,0,23.3,8.3,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,8/16/2013,2.1,0,24.4,11.7,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,8/17/2013,2.2,0,27.2,13.9,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,8/18/2013,1.7,0,26.1,14.4,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,8/19/2013,0.9,0,27.8,16.7,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,8/20/2013,0.6,0,28.9,15,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,8/22/2013,3.5,0.3,29.4,17.2,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,8/24/2013,1.5,0,28.9,12.8,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
USW00004804,8/25/2013,1.8,0,29.4,14.4,COLUMBUS OHIO STATE UNIVERSITY AP,FRANKLIN,40.08333,-83.06667,275.8
